/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_07_24_01_36_43_174.jpg,/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_07_24_01_36_43_174.jpg,/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_07_24_01_36_43_174.jpg,0,0,0,1.337166
/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_07_24_01_36_43_273.jpg,/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_07_24_01_36_43_273.jpg,/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_07_24_01_36_43_273.jpg,0,0,0,1.323004
/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_07_24_01_36_43_370.jpg,/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_07_24_01_36_43_370.jpg,/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_07_24_01_36_43_370.jpg,0,0,0,1.308981
/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_07_24_01_36_43_469.jpg,/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_07_24_01_36_43_469.jpg,/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_07_24_01_36_43_469.jpg,0,0,0,1.295092
/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_07_24_01_36_43_566.jpg,/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_07_24_01_36_43_566.jpg,/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_07_24_01_36_43_566.jpg,0,0,0,1.28408
/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_07_24_01_36_43_664.jpg,/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_07_24_01_36_43_664.jpg,/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_07_24_01_36_43_664.jpg,0,0,0,1.27044
/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_07_24_01_36_43_761.jpg,/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_07_24_01_36_43_761.jpg,/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_07_24_01_36_43_761.jpg,0,0,0,1.256938
/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_07_24_01_36_43_860.jpg,/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_07_24_01_36_43_860.jpg,/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_07_24_01_36_43_860.jpg,0,0,0,1.24357
/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_07_24_01_36_43_958.jpg,/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_07_24_01_36_43_958.jpg,/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_07_24_01_36_43_958.jpg,0,0,0,1.230337
/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_07_24_01_36_44_056.jpg,/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_07_24_01_36_44_056.jpg,/Users/SB/udacity/self-driving-car/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_07_24_01_36_44_056.jpg,0,0,0,1.217237
